sale_id,sku,size,sale_date,quantity_sold,retail_price,sale_price,sale_type
S-04929,30-40-000236-0-10,10,2024-02-23,1,175.00,175.00,full_price
S-04930,30-40-000236-0-10,10,2024-04-04,1,175.00,175.00,full_price
S-04931,30-40-000236-0-10,10,2024-04-28,1,175.00,175.00,full_price
S-04932,30-40-000236-0-10,10,2024-06-26,1,175.00,125.58,markdown
S-04933,30-40-000236-0-10,10.5,2024-02-23,1,175.00,175.00,full_price
S-04934,30-40-000236-0-10,10.5,2024-03-27,1,175.00,175.00,full_price
S-04935,30-40-000236-0-10,10.5,2024-05-11,1,175.00,175.00,full_price
S-04936,30-40-000236-0-10,10.5,2024-06-01,1,175.00,141.58,markdown
S-04937,30-40-000236-0-10,11,2024-02-23,1,175.00,175.00,full_price
S-04938,30-40-000236-0-10,11,2024-04-02,1,175.00,175.00,full_price
S-04939,30-40-000236-0-10,11,2024-05-20,1,175.00,175.00,full_price
S-04940,30-40-000236-0-10,11.5,2024-02-23,1,175.00,175.00,full_price
S-04941,30-40-000236-0-10,11.5,2024-05-05,1,175.00,175.00,full_price
S-04942,30-40-000236-0-10,12,2024-02-23,1,175.00,175.00,full_price
S-04943,30-40-000236-0-10,15,2024-02-23,1,175.00,175.00,full_price
S-04944,30-30-000237-0-10,9,2024-01-27,1,190.00,190.00,full_price
S-04945,30-30-000237-0-10,9.5,2024-01-27,1,190.00,190.00,full_price
S-04946,30-30-000237-0-10,10,2024-01-27,1,190.00,190.00,full_price
S-04947,30-30-000237-0-10,10,2024-03-25,1,190.00,150.66,markdown
S-04948,30-30-000237-0-10,10.5,2024-01-27,1,190.00,190.00,full_price
S-04949,30-30-000237-0-10,10.5,2024-04-24,1,190.00,137.77,markdown
S-04950,30-30-000237-0-10,11,2024-01-27,1,190.00,190.00,full_price
S-04951,30-30-000237-0-10,11.5,2024-01-27,1,190.00,190.00,full_price
S-04952,30-30-000237-0-10,12,2024-01-27,1,190.00,190.00,full_price
S-04953,30-40-000238-0-10,8,2024-01-25,1,130.00,130.00,full_price
S-04954,30-40-000238-0-10,8.5,2024-01-25,1,130.00,130.00,full_price
S-04955,30-40-000238-0-10,8.5,2024-03-28,1,130.00,130.00,full_price
S-04956,30-40-000238-0-10,9,2024-01-25,1,130.00,130.00,full_price
S-04957,30-40-000238-0-10,9,2024-03-06,1,130.00,130.00,full_price
S-04958,30-40-000238-0-10,9,2024-04-04,1,130.00,130.00,full_price
S-04959,30-40-000238-0-10,9,2024-04-27,1,130.00,130.00,full_price
S-04960,30-40-000238-0-10,9.5,2024-01-25,1,130.00,130.00,full_price
S-04961,30-40-000238-0-10,9.5,2024-02-17,1,130.00,130.00,full_price
S-04962,30-40-000238-0-10,9.5,2024-03-17,1,130.00,130.00,full_price
S-04963,30-40-000238-0-10,9.5,2024-04-18,1,130.00,130.00,full_price
S-04964,30-40-000238-0-10,9.5,2024-05-08,1,130.00,130.00,full_price
S-04965,30-40-000238-0-10,9.5,2024-06-04,1,130.00,130.00,full_price
S-04966,30-40-000238-0-10,10,2024-01-25,1,130.00,130.00,full_price
S-04967,30-40-000238-0-10,10,2024-02-08,1,130.00,130.00,full_price
S-04968,30-40-000238-0-10,10,2024-02-18,1,130.00,130.00,full_price
S-04969,30-40-000238-0-10,10,2024-02-23,1,130.00,130.00,full_price
S-04970,30-40-000238-0-10,10,2024-03-21,1,130.00,130.00,full_price
S-04971,30-40-000238-0-10,10,2024-03-29,1,130.00,130.00,full_price
S-04972,30-40-000238-0-10,10,2024-04-17,1,130.00,130.00,full_price
S-04973,30-40-000238-0-10,10,2024-05-12,1,130.00,130.00,full_price
S-04974,30-40-000238-0-10,10,2024-05-09,1,130.00,130.00,full_price
S-04975,30-40-000238-0-10,10,2024-04-29,1,130.00,130.00,full_price
S-04976,30-40-000238-0-10,10,2024-06-30,1,130.00,130.00,full_price
S-04977,30-40-000238-0-10,10.5,2024-01-25,1,130.00,130.00,full_price
S-04978,30-40-000238-0-10,10.5,2024-02-04,1,130.00,130.00,full_price
S-04979,30-40-000238-0-10,10.5,2024-02-13,1,130.00,130.00,full_price
S-04980,30-40-000238-0-10,10.5,2024-02-27,1,130.00,130.00,full_price
S-04981,30-40-000238-0-10,10.5,2024-03-14,1,130.00,130.00,full_price
S-04982,30-40-000238-0-10,10.5,2024-04-08,1,130.00,130.00,full_price
S-04983,30-40-000238-0-10,10.5,2024-04-24,1,130.00,130.00,full_price
S-04984,30-40-000238-0-10,10.5,2024-04-18,1,130.00,130.00,full_price
S-04985,30-40-000238-0-10,10.5,2024-05-04,1,130.00,130.00,full_price
S-04986,30-40-000238-0-10,10.5,2024-04-23,1,130.00,130.00,full_price
S-04987,30-40-000238-0-10,10.5,2024-06-20,1,130.00,130.00,full_price
S-04988,30-40-000238-0-10,11,2024-01-25,1,130.00,130.00,full_price
S-04989,30-40-000238-0-10,11,2024-02-11,1,130.00,130.00,full_price
S-04990,30-40-000238-0-10,11,2024-02-21,1,130.00,130.00,full_price
S-04991,30-40-000238-0-10,11,2024-03-10,1,130.00,130.00,full_price
S-04992,30-40-000238-0-10,11,2024-04-06,1,130.00,130.00,full_price
S-04993,30-40-000238-0-10,11,2024-04-03,1,130.00,130.00,full_price
S-04994,30-40-000238-0-10,11,2024-04-14,1,130.00,130.00,full_price
S-04995,30-40-000238-0-10,11,2024-05-19,1,130.00,130.00,full_price
S-04996,30-40-000238-0-10,11,2024-06-28,1,130.00,130.00,full_price
S-04997,30-40-000238-0-10,11.5,2024-01-25,1,130.00,130.00,full_price
S-04998,30-40-000238-0-10,11.5,2024-02-28,1,130.00,130.00,full_price
S-04999,30-40-000238-0-10,11.5,2024-03-22,1,130.00,130.00,full_price
S-05000,30-40-000238-0-10,11.5,2024-04-21,1,130.00,130.00,full_price
S-05001,30-40-000238-0-10,11.5,2024-06-06,1,130.00,130.00,full_price
S-05002,30-40-000238-0-10,12,2024-01-25,1,130.00,130.00,full_price
S-05003,30-40-000238-0-10,12,2024-03-07,1,130.00,130.00,full_price
S-05004,30-40-000238-0-10,12,2024-04-15,1,130.00,130.00,full_price
S-05005,30-40-000238-0-10,12,2024-04-18,1,130.00,130.00,full_price
S-05006,30-40-000238-0-10,13,2024-01-25,1,130.00,130.00,full_price
S-05007,30-40-000238-0-10,14,2024-01-25,1,130.00,130.00,full_price
S-05008,30-20-000240-0-10,8,2024-01-16,1,110.00,110.00,full_price
S-05009,30-20-000240-0-10,8.5,2024-01-16,1,110.00,110.00,full_price
S-05010,30-20-000240-0-10,9,2024-01-16,1,110.00,110.00,full_price
S-05011,30-20-000240-0-10,9.5,2024-01-16,1,110.00,110.00,full_price
S-05012,30-20-000240-0-10,9.5,2024-04-06,1,110.00,80.24,markdown
S-05013,30-20-000240-0-10,10,2024-01-16,1,110.00,110.00,full_price
S-05014,30-20-000240-0-10,10,2024-03-15,1,110.00,110.00,full_price
S-05015,30-20-000240-0-10,10,2024-05-11,1,110.00,84.57,markdown
S-05016,30-20-000240-0-10,10.5,2024-01-16,1,110.00,110.00,full_price
S-05017,30-20-000240-0-10,10.5,2024-03-10,1,110.00,110.00,full_price
S-05018,30-20-000240-0-10,10.5,2024-05-03,1,110.00,77.66,markdown
S-05019,30-20-000240-0-10,11,2024-01-16,1,110.00,110.00,full_price
S-05020,30-20-000240-0-10,11,2024-02-24,1,110.00,110.00,full_price
S-05021,30-20-000240-0-10,11,2024-04-11,1,110.00,86.42,markdown
S-05022,30-20-000240-0-10,11.5,2024-01-16,1,110.00,110.00,full_price
S-05023,30-20-000240-0-10,12,2024-01-16,1,110.00,110.00,full_price
S-05024,30-20-000240-0-10,13,2024-01-16,1,110.00,110.00,full_price
S-05025,30-25-000241-0-10,8.5,2024-02-10,1,200.00,200.00,full_price
S-05026,30-25-000241-0-10,9,2024-02-10,1,200.00,200.00,full_price
S-05027,30-25-000241-0-10,9.5,2024-02-10,1,200.00,200.00,full_price
S-05028,30-25-000241-0-10,10,2024-02-10,1,200.00,200.00,full_price
S-05029,30-25-000241-0-10,10,2024-04-13,1,200.00,168.45,markdown
S-05030,30-25-000241-0-10,10.5,2024-02-10,1,200.00,200.00,full_price
S-05031,30-25-000241-0-10,10.5,2024-04-27,1,200.00,160.21,markdown
S-05032,30-25-000241-0-10,11,2024-02-10,1,200.00,200.00,full_price
S-05033,30-25-000241-0-10,11,2024-04-10,1,200.00,163.34,markdown
S-05034,30-25-000241-0-10,11.5,2024-02-10,1,200.00,200.00,full_price
S-05035,30-25-000241-0-10,12,2024-02-10,1,200.00,200.00,full_price
S-05036,30-25-000241-0-10,12,2024-05-02,1,200.00,164.21,markdown
S-05037,30-25-000241-0-10,14,2024-02-10,1,200.00,200.00,full_price
S-05038,30-30-000242-0-10,9.5,2024-03-23,1,130.00,105.17,markdown
S-05039,30-30-000242-0-10,10,2024-03-23,1,130.00,105.75,markdown
S-05040,30-30-000242-0-10,10.5,2024-03-23,1,130.00,109.85,markdown
S-05041,30-30-000242-0-10,11,2024-03-23,1,130.00,105.38,markdown
S-05042,30-30-000243-0-10,9.5,2024-02-07,1,130.00,102.81,markdown
S-05043,30-30-000243-0-10,10,2024-02-07,1,130.00,105.72,markdown
S-05044,30-30-000243-0-10,10.5,2024-02-07,1,130.00,102.15,markdown
S-05045,30-30-000243-0-10,11,2024-02-07,1,130.00,95.36,markdown
S-05046,30-25-000244-0-10,8,2024-01-04,1,120.00,120.00,full_price
S-05047,30-25-000244-0-10,8.5,2024-01-04,1,120.00,120.00,full_price
S-05048,30-25-000244-0-10,9,2024-01-04,1,120.00,120.00,full_price
S-05049,30-25-000244-0-10,9,2024-03-06,1,120.00,120.00,full_price
S-05050,30-25-000244-0-10,9.5,2024-01-04,1,120.00,120.00,full_price
S-05051,30-25-000244-0-10,9.5,2024-02-18,1,120.00,120.00,full_price
S-05052,30-25-000244-0-10,9.5,2024-04-25,1,120.00,120.00,full_price
S-05053,30-25-000244-0-10,10,2024-01-04,1,120.00,120.00,full_price
S-05054,30-25-000244-0-10,10,2024-02-06,1,120.00,120.00,full_price
S-05055,30-25-000244-0-10,10,2024-03-08,1,120.00,120.00,full_price
S-05056,30-25-000244-0-10,10,2024-03-10,1,120.00,120.00,full_price
S-05057,30-25-000244-0-10,10,2024-05-26,1,120.00,86.32,markdown
S-05058,30-25-000244-0-10,10.5,2024-01-04,1,120.00,120.00,full_price
S-05059,30-25-000244-0-10,10.5,2024-02-06,1,120.00,120.00,full_price
S-05060,30-25-000244-0-10,10.5,2024-03-03,1,120.00,120.00,full_price
S-05061,30-25-000244-0-10,10.5,2024-04-12,1,120.00,120.00,full_price
S-05062,30-25-000244-0-10,10.5,2024-04-01,1,120.00,97.99,markdown
S-05063,30-25-000244-0-10,11,2024-01-04,1,120.00,120.00,full_price
S-05064,30-25-000244-0-10,11,2024-02-08,1,120.00,120.00,full_price
S-05065,30-25-000244-0-10,11,2024-03-24,1,120.00,120.00,full_price
S-05066,30-25-000244-0-10,11,2024-04-29,1,120.00,98.92,markdown
S-05067,30-25-000244-0-10,11.5,2024-01-04,1,120.00,120.00,full_price
S-05068,30-25-000244-0-10,11.5,2024-03-26,1,120.00,120.00,full_price
S-05069,30-25-000244-0-10,12,2024-01-04,1,120.00,120.00,full_price
S-05070,30-25-000244-0-10,13,2024-01-04,1,120.00,120.00,full_price
S-05071,30-25-000244-0-10,15,2024-01-04,1,120.00,120.00,full_price
S-05072,30-50-000245-0-10,7.5,2024-01-29,1,100.00,100.00,full_price
S-05073,30-50-000245-0-10,8,2024-01-29,1,100.00,100.00,full_price
S-05074,30-50-000245-0-10,8.5,2024-01-29,1,100.00,100.00,full_price
S-05075,30-50-000245-0-10,9,2024-01-29,1,100.00,100.00,full_price
S-05076,30-50-000245-0-10,9,2024-03-07,1,100.00,100.00,full_price
S-05077,30-50-000245-0-10,9,2024-04-07,1,100.00,100.00,full_price
S-05078,30-50-000245-0-10,9,2024-04-25,1,100.00,100.00,full_price
S-05079,30-50-000245-0-10,9.5,2024-01-29,1,100.00,100.00,full_price
S-05080,30-50-000245-0-10,9.5,2024-02-21,1,100.00,100.00,full_price
S-05081,30-50-000245-0-10,9.5,2024-03-17,1,100.00,100.00,full_price
S-05082,30-50-000245-0-10,9.5,2024-03-30,1,100.00,100.00,full_price
S-05083,30-50-000245-0-10,9.5,2024-05-25,1,100.00,100.00,full_price
S-05084,30-50-000245-0-10,9.5,2024-05-26,1,100.00,100.00,full_price
S-05085,30-50-000245-0-10,10,2024-01-29,1,100.00,100.00,full_price
S-05086,30-50-000245-0-10,10,2024-02-13,1,100.00,100.00,full_price
S-05087,30-50-000245-0-10,10,2024-02-18,1,100.00,100.00,full_price
S-05088,30-50-000245-0-10,10,2024-03-07,1,100.00,100.00,full_price
S-05089,30-50-000245-0-10,10,2024-03-17,1,100.00,100.00,full_price
S-05090,30-50-000245-0-10,10,2024-03-20,1,100.00,100.00,full_price
S-05091,30-50-000245-0-10,10,2024-04-04,1,100.00,100.00,full_price
S-05092,30-50-000245-0-10,10,2024-04-17,1,100.00,100.00,full_price
S-05093,30-50-000245-0-10,10,2024-06-06,1,100.00,100.00,full_price
S-05094,30-50-000245-0-10,10,2024-05-09,1,100.00,100.00,full_price
S-05095,30-50-000245-0-10,10,2024-06-24,1,100.00,100.00,full_price
S-05096,30-50-000245-0-10,10.5,2024-01-29,1,100.00,100.00,full_price
S-05097,30-50-000245-0-10,10.5,2024-02-08,1,100.00,100.00,full_price
S-05098,30-50-000245-0-10,10.5,2024-03-01,1,100.00,100.00,full_price
S-05099,30-50-000245-0-10,10.5,2024-02-29,1,100.00,100.00,full_price
S-05100,30-50-000245-0-10,10.5,2024-03-27,1,100.00,100.00,full_price
S-05101,30-50-000245-0-10,10.5,2024-03-24,1,100.00,100.00,full_price
S-05102,30-50-000245-0-10,10.5,2024-04-17,1,100.00,100.00,full_price
S-05103,30-50-000245-0-10,10.5,2024-05-04,1,100.00,100.00,full_price
S-05104,30-50-000245-0-10,10.5,2024-05-09,1,100.00,100.00,full_price
S-05105,30-50-000245-0-10,10.5,2024-05-08,1,100.00,100.00,full_price
S-05106,30-50-000245-0-10,10.5,2024-06-29,1,100.00,100.00,full_price
S-05107,30-50-000245-0-10,11,2024-01-29,1,100.00,100.00,full_price
S-05108,30-50-000245-0-10,11,2024-02-14,1,100.00,100.00,full_price
S-05109,30-50-000245-0-10,11,2024-02-22,1,100.00,100.00,full_price
S-05110,30-50-000245-0-10,11,2024-03-07,1,100.00,100.00,full_price
S-05111,30-50-000245-0-10,11,2024-04-12,1,100.00,100.00,full_price
S-05112,30-50-000245-0-10,11,2024-04-15,1,100.00,100.00,full_price
S-05113,30-50-000245-0-10,11,2024-05-08,1,100.00,100.00,full_price
S-05114,30-50-000245-0-10,11,2024-06-10,1,100.00,100.00,full_price
S-05115,30-50-000245-0-10,11,2024-05-19,1,100.00,100.00,full_price
S-05116,30-50-000245-0-10,11.5,2024-01-29,1,100.00,100.00,full_price
S-05117,30-50-000245-0-10,11.5,2024-02-23,1,100.00,100.00,full_price
S-05118,30-50-000245-0-10,11.5,2024-04-06,1,100.00,100.00,full_price
S-05119,30-50-000245-0-10,11.5,2024-04-09,1,100.00,100.00,full_price
S-05120,30-50-000245-0-10,11.5,2024-05-18,1,100.00,100.00,full_price
S-05121,30-50-000245-0-10,12,2024-01-29,1,100.00,100.00,full_price
S-05122,30-50-000245-0-10,12,2024-03-09,1,100.00,100.00,full_price
S-05123,30-50-000245-0-10,12,2024-04-26,1,100.00,100.00,full_price
S-05124,30-50-000245-0-10,13,2024-01-29,1,100.00,100.00,full_price
S-05125,30-50-000245-0-10,13,2024-03-27,1,100.00,100.00,full_price
S-05126,30-50-000246-0-10,8.5,2024-02-13,1,175.00,175.00,full_price
S-05127,30-50-000246-0-10,9,2024-02-13,1,175.00,175.00,full_price
S-05128,30-50-000246-0-10,9,2024-04-13,1,175.00,175.00,full_price
S-05129,30-50-000246-0-10,9.5,2024-02-13,1,175.00,175.00,full_price
S-05130,30-50-000246-0-10,9.5,2024-04-16,1,175.00,175.00,full_price
S-05131,30-50-000246-0-10,10,2024-02-13,1,175.00,175.00,full_price
S-05132,30-50-000246-0-10,10,2024-03-06,1,175.00,175.00,full_price
S-05133,30-50-000246-0-10,10,2024-04-07,1,175.00,175.00,full_price
S-05134,30-50-000246-0-10,10,2024-05-26,1,175.00,175.00,full_price
S-05135,30-50-000246-0-10,10,2024-06-05,1,175.00,132.63,markdown
S-05136,30-50-000246-0-10,10.5,2024-02-13,1,175.00,175.00,full_price
S-05137,30-50-000246-0-10,10.5,2024-03-13,1,175.00,175.00,full_price
S-05138,30-50-000246-0-10,10.5,2024-04-16,1,175.00,175.00,full_price
S-05139,30-50-000246-0-10,10.5,2024-05-24,1,175.00,175.00,full_price
S-05140,30-50-000246-0-10,10.5,2024-05-12,1,175.00,131.47,markdown
S-05141,30-50-000246-0-10,11,2024-02-13,1,175.00,175.00,full_price
S-05142,30-50-000246-0-10,11,2024-03-27,1,175.00,175.00,full_price
S-05143,30-50-000246-0-10,11,2024-04-14,1,175.00,175.00,full_price
S-05144,30-50-000246-0-10,11,2024-06-24,1,175.00,127.89,markdown
S-05145,30-50-000246-0-10,11.5,2024-02-13,1,175.00,175.00,full_price
S-05146,30-50-000246-0-10,11.5,2024-04-27,1,175.00,175.00,full_price
S-05147,30-50-000246-0-10,12,2024-02-13,1,175.00,175.00,full_price
S-05148,30-50-000246-0-10,13,2024-02-13,1,175.00,175.00,full_price
S-05149,30-30-000247-0-10,8.5,2024-01-03,1,165.00,165.00,full_price
S-05150,30-30-000247-0-10,9,2024-01-03,1,165.00,165.00,full_price
S-05151,30-30-000247-0-10,9,2024-03-15,1,165.00,165.00,full_price
S-05152,30-30-000247-0-10,9.5,2024-01-03,1,165.00,165.00,full_price
S-05153,30-30-000247-0-10,9.5,2024-03-27,1,165.00,165.00,full_price
S-05154,30-30-000247-0-10,10,2024-01-03,1,165.00,165.00,full_price
S-05155,30-30-000247-0-10,10,2024-02-02,1,165.00,165.00,full_price
S-05156,30-30-000247-0-10,10,2024-03-06,1,165.00,165.00,full_price
S-05157,30-30-000247-0-10,10,2024-04-01,1,165.00,165.00,full_price
S-05158,30-30-000247-0-10,10,2024-04-28,1,165.00,139.39,markdown
S-05159,30-30-000247-0-10,10.5,2024-01-03,1,165.00,165.00,full_price
S-05160,30-30-000247-0-10,10.5,2024-01-26,1,165.00,165.00,full_price
S-05161,30-30-000247-0-10,10.5,2024-03-04,1,165.00,165.00,full_price
S-05162,30-30-000247-0-10,10.5,2024-04-19,1,165.00,165.00,full_price
S-05163,30-30-000247-0-10,10.5,2024-05-05,1,165.00,122.08,markdown
S-05164,30-30-000247-0-10,11,2024-01-03,1,165.00,165.00,full_price
S-05165,30-30-000247-0-10,11,2024-02-12,1,165.00,165.00,full_price
S-05166,30-30-000247-0-10,11,2024-03-19,1,165.00,165.00,full_price
S-05167,30-30-000247-0-10,11,2024-03-28,1,165.00,130.08,markdown
S-05168,30-30-000247-0-10,11.5,2024-01-03,1,165.00,165.00,full_price
S-05169,30-30-000247-0-10,11.5,2024-03-26,1,165.00,165.00,full_price
S-05170,30-30-000247-0-10,12,2024-01-03,1,165.00,165.00,full_price
S-05171,30-30-000247-0-10,15,2024-01-03,1,165.00,165.00,full_price
S-05172,30-40-000248-0-10,8.5,2024-01-21,1,115.00,115.00,full_price
S-05173,30-40-000248-0-10,9,2024-01-21,1,115.00,115.00,full_price
S-05174,30-40-000248-0-10,9,2024-03-25,1,115.00,115.00,full_price
S-05175,30-40-000248-0-10,9.5,2024-01-21,1,115.00,115.00,full_price
S-05176,30-40-000248-0-10,9.5,2024-03-14,1,115.00,115.00,full_price
S-05177,30-40-000248-0-10,9.5,2024-05-05,1,115.00,115.00,full_price
S-05178,30-40-000248-0-10,10,2024-01-21,1,115.00,115.00,full_price
S-05179,30-40-000248-0-10,10,2024-02-21,1,115.00,115.00,full_price
S-05180,30-40-000248-0-10,10,2024-03-26,1,115.00,115.00,full_price
S-05181,30-40-000248-0-10,10,2024-05-06,1,115.00,90.68,markdown
S-05182,30-40-000248-0-10,10.5,2024-01-21,1,115.00,115.00,full_price
S-05183,30-40-000248-0-10,10.5,2024-02-20,1,115.00,115.00,full_price
S-05184,30-40-000248-0-10,10.5,2024-04-12,1,115.00,115.00,full_price
S-05185,30-40-000248-0-10,10.5,2024-06-01,1,115.00,85.84,markdown
S-05186,30-40-000248-0-10,11,2024-01-21,1,115.00,115.00,full_price
S-05187,30-40-000248-0-10,11,2024-03-02,1,115.00,115.00,full_price
S-05188,30-40-000248-0-10,11,2024-04-16,1,115.00,115.00,full_price
S-05189,30-40-000248-0-10,11.5,2024-01-21,1,115.00,115.00,full_price
S-05190,30-40-000248-0-10,11.5,2024-04-14,1,115.00,115.00,full_price
S-05191,30-40-000248-0-10,12,2024-01-21,1,115.00,115.00,full_price
S-05192,30-40-000248-0-10,13,2024-01-21,1,115.00,115.00,full_price
S-05193,30-25-000249-0-10,9,2024-03-01,1,90.00,90.00,full_price
S-05194,30-25-000249-0-10,9.5,2024-03-01,1,90.00,90.00,full_price
S-05195,30-25-000249-0-10,10,2024-03-01,1,90.00,90.00,full_price
S-05196,30-25-000249-0-10,10,2024-05-03,1,90.00,68.27,markdown
S-05197,30-25-000249-0-10,10.5,2024-03-01,1,90.00,90.00,full_price
S-05198,30-25-000249-0-10,10.5,2024-05-06,1,90.00,68.33,markdown
S-05199,30-25-000249-0-10,11,2024-03-01,1,90.00,90.00,full_price
S-05200,30-25-000249-0-10,11,2024-05-07,1,90.00,67.35,markdown
S-05201,30-25-000249-0-10,11.5,2024-03-01,1,90.00,90.00,full_price
S-05202,30-25-000249-0-10,12,2024-03-01,1,90.00,90.00,full_price
S-05203,30-50-000250-0-10,8,2024-01-05,1,130.00,130.00,full_price
S-05204,30-50-000250-0-10,8.5,2024-01-05,1,130.00,130.00,full_price
S-05205,30-50-000250-0-10,9,2024-01-05,1,130.00,130.00,full_price
S-05206,30-50-000250-0-10,9,2024-03-26,1,130.00,130.00,full_price
S-05207,30-50-000250-0-10,9.5,2024-01-05,1,130.00,130.00,full_price
S-05208,30-50-000250-0-10,9.5,2024-03-18,1,130.00,130.00,full_price
S-05209,30-50-000250-0-10,10,2024-01-05,1,130.00,130.00,full_price
S-05210,30-50-000250-0-10,10,2024-02-04,1,130.00,130.00,full_price
S-05211,30-50-000250-0-10,10,2024-03-09,1,130.00,130.00,full_price
S-05212,30-50-000250-0-10,10,2024-04-20,1,130.00,108.08,markdown
S-05213,30-50-000250-0-10,10.5,2024-01-05,1,130.00,130.00,full_price
S-05214,30-50-000250-0-10,10.5,2024-02-15,1,130.00,130.00,full_price
S-05215,30-50-000250-0-10,10.5,2024-03-21,1,130.00,130.00,full_price
S-05216,30-50-000250-0-10,10.5,2024-05-04,1,130.00,94.09,markdown
S-05217,30-50-000250-0-10,11,2024-01-05,1,130.00,130.00,full_price
S-05218,30-50-000250-0-10,11,2024-02-15,1,130.00,130.00,full_price
S-05219,30-50-000250-0-10,11,2024-04-11,1,130.00,130.00,full_price
S-05220,30-50-000250-0-10,11.5,2024-01-05,1,130.00,130.00,full_price
S-05221,30-50-000250-0-10,11.5,2024-03-18,1,130.00,130.00,full_price
S-05222,30-50-000250-0-10,12,2024-01-05,1,130.00,130.00,full_price
S-05223,30-50-000250-0-10,12,2024-03-27,1,130.00,130.00,full_price
S-05224,30-50-000250-0-10,13,2024-01-05,1,130.00,130.00,full_price
S-05225,30-20-000251-0-10,7.5,2024-01-16,1,100.00,100.00,full_price
S-05226,30-20-000251-0-10,8,2024-01-16,1,100.00,100.00,full_price
S-05227,30-20-000251-0-10,8.5,2024-01-16,1,100.00,100.00,full_price
S-05228,30-20-000251-0-10,9,2024-01-16,1,100.00,100.00,full_price
S-05229,30-20-000251-0-10,9,2024-03-12,1,100.00,100.00,full_price
S-05230,30-20-000251-0-10,9,2024-04-11,1,100.00,100.00,full_price
S-05231,30-20-000251-0-10,9.5,2024-01-16,1,100.00,100.00,full_price
S-05232,30-20-000251-0-10,9.5,2024-02-10,1,100.00,100.00,full_price
S-05233,30-20-000251-0-10,9.5,2024-03-19,1,100.00,100.00,full_price
S-05234,30-20-000251-0-10,9.5,2024-04-28,1,100.00,100.00,full_price
S-05235,30-20-000251-0-10,9.5,2024-04-27,1,100.00,100.00,full_price
S-05236,30-20-000251-0-10,10,2024-01-16,1,100.00,100.00,full_price
S-05237,30-20-000251-0-10,10,2024-01-31,1,100.00,100.00,full_price
S-05238,30-20-000251-0-10,10,2024-02-15,1,100.00,100.00,full_price
S-05239,30-20-000251-0-10,10,2024-03-07,1,100.00,100.00,full_price
S-05240,30-20-000251-0-10,10,2024-03-21,1,100.00,100.00,full_price
S-05241,30-20-000251-0-10,10,2024-04-22,1,100.00,100.00,full_price
S-05242,30-20-000251-0-10,10,2024-05-18,1,100.00,100.00,full_price
S-05243,30-20-000251-0-10,10,2024-05-28,1,100.00,100.00,full_price
S-05244,30-20-000251-0-10,10.5,2024-01-16,1,100.00,100.00,full_price
S-05245,30-20-000251-0-10,10.5,2024-02-02,1,100.00,100.00,full_price
S-05246,30-20-000251-0-10,10.5,2024-02-16,1,100.00,100.00,full_price
S-05247,30-20-000251-0-10,10.5,2024-02-28,1,100.00,100.00,full_price
S-05248,30-20-000251-0-10,10.5,2024-04-12,1,100.00,100.00,full_price
S-05249,30-20-000251-0-10,10.5,2024-04-10,1,100.00,100.00,full_price
S-05250,30-20-000251-0-10,10.5,2024-05-25,1,100.00,100.00,full_price
S-05251,30-20-000251-0-10,10.5,2024-05-24,1,100.00,100.00,full_price
S-05252,30-20-000251-0-10,11,2024-01-16,1,100.00,100.00,full_price
S-05253,30-20-000251-0-10,11,2024-02-05,1,100.00,100.00,full_price
S-05254,30-20-000251-0-10,11,2024-02-16,1,100.00,100.00,full_price
S-05255,30-20-000251-0-10,11,2024-03-28,1,100.00,100.00,full_price
S-05256,30-20-000251-0-10,11,2024-03-29,1,100.00,100.00,full_price
S-05257,30-20-000251-0-10,11,2024-04-24,1,100.00,100.00,full_price
S-05258,30-20-000251-0-10,11,2024-05-26,1,100.00,100.00,full_price
S-05259,30-20-000251-0-10,11.5,2024-01-16,1,100.00,100.00,full_price
S-05260,30-20-000251-0-10,11.5,2024-02-23,1,100.00,100.00,full_price
S-05261,30-20-000251-0-10,11.5,2024-03-15,1,100.00,100.00,full_price
S-05262,30-20-000251-0-10,11.5,2024-04-14,1,100.00,100.00,full_price
S-05263,30-20-000251-0-10,12,2024-01-16,1,100.00,100.00,full_price
S-05264,30-20-000251-0-10,12,2024-02-22,1,100.00,100.00,full_price
S-05265,30-20-000251-0-10,12,2024-03-31,1,100.00,100.00,full_price
S-05266,30-20-000251-0-10,13,2024-01-16,1,100.00,100.00,full_price
S-05267,30-20-000251-0-10,13,2024-03-28,1,100.00,100.00,full_price
S-05268,30-30-000252-0-10,8.5,2024-01-06,1,140.00,140.00,full_price
S-05269,30-30-000252-0-10,9,2024-01-06,1,140.00,140.00,full_price
S-05270,30-30-000252-0-10,9.5,2024-01-06,1,140.00,140.00,full_price
S-05271,30-30-000252-0-10,9.5,2024-02-15,1,140.00,140.00,full_price
S-05272,30-30-000252-0-10,9.5,2024-04-30,1,140.00,140.00,full_price
S-05273,30-30-000252-0-10,10,2024-01-06,1,140.00,140.00,full_price
S-05274,30-30-000252-0-10,10,2024-02-15,1,140.00,140.00,full_price
S-05275,30-30-000252-0-10,10,2024-04-04,1,140.00,140.00,full_price
S-05276,30-30-000252-0-10,10.5,2024-01-06,1,140.00,140.00,full_price
S-05277,30-30-000252-0-10,10.5,2024-02-23,1,140.00,140.00,full_price
S-05278,30-30-000252-0-10,10.5,2024-03-26,1,140.00,140.00,full_price
