receive_date,sku,vendor_style,brand_desc,department,sku_desc,vendor,size,units_received,retail_price
2024-02-17,30-30-000267-0-10,GX7722-388,NIKE ZOOM FLY 5,RUNNING,ZOOM FLY 5 BLU/GLD,NIKE,10.5,5,150.00
2024-02-17,30-30-000267-0-10,GX7722-388,NIKE ZOOM FLY 5,RUNNING,ZOOM FLY 5 BLU/GLD,NIKE,11,5,150.00
2024-02-17,30-30-000267-0-10,GX7722-388,NIKE ZOOM FLY 5,RUNNING,ZOOM FLY 5 BLU/GLD,NIKE,11.5,3,150.00
2024-02-17,30-30-000267-0-10,GX7722-388,NIKE ZOOM FLY 5,RUNNING,ZOOM FLY 5 BLU/GLD,NIKE,12,3,150.00
2024-02-17,30-30-000267-0-10,GX7722-388,NIKE ZOOM FLY 5,RUNNING,ZOOM FLY 5 BLU/GLD,NIKE,13,2,150.00
2024-02-17,30-30-000267-0-10,GX7722-388,NIKE ZOOM FLY 5,RUNNING,ZOOM FLY 5 BLU/GLD,NIKE,14,1,150.00
2024-02-17,30-30-000267-0-10,GX7722-388,NIKE ZOOM FLY 5,RUNNING,ZOOM FLY 5 BLU/GLD,NIKE,15,2,150.00
2024-01-13,30-40-000268-0-10,FY5567-832,ON CLOUD X 3,LIFESTYLE,CLOUD X 3 WHT/BLK,ON,7.5,2,150.00
2024-01-13,30-40-000268-0-10,FY5567-832,ON CLOUD X 3,LIFESTYLE,CLOUD X 3 WHT/BLK,ON,8,3,150.00
2024-01-13,30-40-000268-0-10,FY5567-832,ON CLOUD X 3,LIFESTYLE,CLOUD X 3 WHT/BLK,ON,8.5,4,150.00
2024-01-13,30-40-000268-0-10,FY5567-832,ON CLOUD X 3,LIFESTYLE,CLOUD X 3 WHT/BLK,ON,9,6,150.00
2024-01-13,30-40-000268-0-10,FY5567-832,ON CLOUD X 3,LIFESTYLE,CLOUD X 3 WHT/BLK,ON,9.5,7,150.00
2024-01-13,30-40-000268-0-10,FY5567-832,ON CLOUD X 3,LIFESTYLE,CLOUD X 3 WHT/BLK,ON,10,10,150.00
2024-01-13,30-40-000268-0-10,FY5567-832,ON CLOUD X 3,LIFESTYLE,CLOUD X 3 WHT/BLK,ON,10.5,10,150.00
2024-01-13,30-40-000268-0-10,FY5567-832,ON CLOUD X 3,LIFESTYLE,CLOUD X 3 WHT/BLK,ON,11,9,150.00
2024-01-13,30-40-000268-0-10,FY5567-832,ON CLOUD X 3,LIFESTYLE,CLOUD X 3 WHT/BLK,ON,11.5,6,150.00
2024-01-13,30-40-000268-0-10,FY5567-832,ON CLOUD X 3,LIFESTYLE,CLOUD X 3 WHT/BLK,ON,12,6,150.00
2024-01-13,30-40-000268-0-10,FY5567-832,ON CLOUD X 3,LIFESTYLE,CLOUD X 3 WHT/BLK,ON,13,4,150.00
2024-01-13,30-40-000268-0-10,FY5567-832,ON CLOUD X 3,LIFESTYLE,CLOUD X 3 WHT/BLK,ON,14,2,150.00
2024-01-13,30-40-000268-0-10,FY5567-832,ON CLOUD X 3,LIFESTYLE,CLOUD X 3 WHT/BLK,ON,15,1,150.00
2024-01-20,30-30-000269-0-10,HQ1234-578,NIKE AIR ZOOM PEGASUS 39,RUNNING,ZOOM PEG 39 ONG/BLK,NIKE,7.5,2,120.00
2024-01-20,30-30-000269-0-10,HQ1234-578,NIKE AIR ZOOM PEGASUS 39,RUNNING,ZOOM PEG 39 ONG/BLK,NIKE,8,4,120.00
2024-01-20,30-30-000269-0-10,HQ1234-578,NIKE AIR ZOOM PEGASUS 39,RUNNING,ZOOM PEG 39 ONG/BLK,NIKE,8.5,5,120.00
2024-01-20,30-30-000269-0-10,HQ1234-578,NIKE AIR ZOOM PEGASUS 39,RUNNING,ZOOM PEG 39 ONG/BLK,NIKE,9,7,120.00
2024-01-20,30-30-000269-0-10,HQ1234-578,NIKE AIR ZOOM PEGASUS 39,RUNNING,ZOOM PEG 39 ONG/BLK,NIKE,9.5,9,120.00
2024-01-20,30-30-000269-0-10,HQ1234-578,NIKE AIR ZOOM PEGASUS 39,RUNNING,ZOOM PEG 39 ONG/BLK,NIKE,10,12,120.00
2024-01-20,30-30-000269-0-10,HQ1234-578,NIKE AIR ZOOM PEGASUS 39,RUNNING,ZOOM PEG 39 ONG/BLK,NIKE,10.5,12,120.00
2024-01-20,30-30-000269-0-10,HQ1234-578,NIKE AIR ZOOM PEGASUS 39,RUNNING,ZOOM PEG 39 ONG/BLK,NIKE,11,11,120.00
2024-01-20,30-30-000269-0-10,HQ1234-578,NIKE AIR ZOOM PEGASUS 39,RUNNING,ZOOM PEG 39 ONG/BLK,NIKE,11.5,8,120.00
2024-01-20,30-30-000269-0-10,HQ1234-578,NIKE AIR ZOOM PEGASUS 39,RUNNING,ZOOM PEG 39 ONG/BLK,NIKE,12,7,120.00
2024-01-20,30-30-000269-0-10,HQ1234-578,NIKE AIR ZOOM PEGASUS 39,RUNNING,ZOOM PEG 39 ONG/BLK,NIKE,13,5,120.00
2024-01-20,30-30-000269-0-10,HQ1234-578,NIKE AIR ZOOM PEGASUS 39,RUNNING,ZOOM PEG 39 ONG/BLK,NIKE,14,3,120.00
2024-01-20,30-30-000269-0-10,HQ1234-578,NIKE AIR ZOOM PEGASUS 39,RUNNING,ZOOM PEG 39 ONG/BLK,NIKE,15,1,120.00
2024-01-26,30-30-000270-0-10,FN6338-666,NIKE INVINCIBLE 3,RUNNING,INVINCIBLE 3 NVY/WHT,NIKE,7.5,2,180.00
2024-01-26,30-30-000270-0-10,FN6338-666,NIKE INVINCIBLE 3,RUNNING,INVINCIBLE 3 NVY/WHT,NIKE,8,3,180.00
2024-01-26,30-30-000270-0-10,FN6338-666,NIKE INVINCIBLE 3,RUNNING,INVINCIBLE 3 NVY/WHT,NIKE,8.5,4,180.00
2024-01-26,30-30-000270-0-10,FN6338-666,NIKE INVINCIBLE 3,RUNNING,INVINCIBLE 3 NVY/WHT,NIKE,9,6,180.00
2024-01-26,30-30-000270-0-10,FN6338-666,NIKE INVINCIBLE 3,RUNNING,INVINCIBLE 3 NVY/WHT,NIKE,9.5,8,180.00
2024-01-26,30-30-000270-0-10,FN6338-666,NIKE INVINCIBLE 3,RUNNING,INVINCIBLE 3 NVY/WHT,NIKE,10,10,180.00
2024-01-26,30-30-000270-0-10,FN6338-666,NIKE INVINCIBLE 3,RUNNING,INVINCIBLE 3 NVY/WHT,NIKE,10.5,10,180.00
2024-01-26,30-30-000270-0-10,FN6338-666,NIKE INVINCIBLE 3,RUNNING,INVINCIBLE 3 NVY/WHT,NIKE,11,9,180.00
2024-01-26,30-30-000270-0-10,FN6338-666,NIKE INVINCIBLE 3,RUNNING,INVINCIBLE 3 NVY/WHT,NIKE,11.5,7,180.00
2024-01-26,30-30-000270-0-10,FN6338-666,NIKE INVINCIBLE 3,RUNNING,INVINCIBLE 3 NVY/WHT,NIKE,12,6,180.00
2024-01-26,30-30-000270-0-10,FN6338-666,NIKE INVINCIBLE 3,RUNNING,INVINCIBLE 3 NVY/WHT,NIKE,13,4,180.00
2024-01-26,30-30-000270-0-10,FN6338-666,NIKE INVINCIBLE 3,RUNNING,INVINCIBLE 3 NVY/WHT,NIKE,14,3,180.00
2024-01-26,30-30-000270-0-10,FN6338-666,NIKE INVINCIBLE 3,RUNNING,INVINCIBLE 3 NVY/WHT,NIKE,15,2,180.00
2024-02-03,30-20-000271-0-10,HF4314-132,NIKE AIR JORDAN 2 RETRO,RETRO BASKETBALL,AJ2 RETRO GRN/WHT,NIKE,7.5,1,175.00
2024-02-03,30-20-000271-0-10,HF4314-132,NIKE AIR JORDAN 2 RETRO,RETRO BASKETBALL,AJ2 RETRO GRN/WHT,NIKE,8,3,175.00
2024-02-03,30-20-000271-0-10,HF4314-132,NIKE AIR JORDAN 2 RETRO,RETRO BASKETBALL,AJ2 RETRO GRN/WHT,NIKE,8.5,3,175.00
2024-02-03,30-20-000271-0-10,HF4314-132,NIKE AIR JORDAN 2 RETRO,RETRO BASKETBALL,AJ2 RETRO GRN/WHT,NIKE,9,5,175.00
2024-02-03,30-20-000271-0-10,HF4314-132,NIKE AIR JORDAN 2 RETRO,RETRO BASKETBALL,AJ2 RETRO GRN/WHT,NIKE,9.5,6,175.00
2024-02-03,30-20-000271-0-10,HF4314-132,NIKE AIR JORDAN 2 RETRO,RETRO BASKETBALL,AJ2 RETRO GRN/WHT,NIKE,10,8,175.00
2024-02-03,30-20-000271-0-10,HF4314-132,NIKE AIR JORDAN 2 RETRO,RETRO BASKETBALL,AJ2 RETRO GRN/WHT,NIKE,10.5,8,175.00
2024-02-03,30-20-000271-0-10,HF4314-132,NIKE AIR JORDAN 2 RETRO,RETRO BASKETBALL,AJ2 RETRO GRN/WHT,NIKE,11,7,175.00
2024-02-03,30-20-000271-0-10,HF4314-132,NIKE AIR JORDAN 2 RETRO,RETRO BASKETBALL,AJ2 RETRO GRN/WHT,NIKE,11.5,5,175.00
2024-02-03,30-20-000271-0-10,HF4314-132,NIKE AIR JORDAN 2 RETRO,RETRO BASKETBALL,AJ2 RETRO GRN/WHT,NIKE,12,5,175.00
2024-02-03,30-20-000271-0-10,HF4314-132,NIKE AIR JORDAN 2 RETRO,RETRO BASKETBALL,AJ2 RETRO GRN/WHT,NIKE,13,3,175.00
2024-02-03,30-20-000271-0-10,HF4314-132,NIKE AIR JORDAN 2 RETRO,RETRO BASKETBALL,AJ2 RETRO GRN/WHT,NIKE,14,2,175.00
2024-02-03,30-20-000271-0-10,HF4314-132,NIKE AIR JORDAN 2 RETRO,RETRO BASKETBALL,AJ2 RETRO GRN/WHT,NIKE,15,3,175.00
2024-01-09,30-25-000272-0-10,FZ4411-982,NEW BALANCE DEFENDER,PERFORMANCE BASKETBALL,DEFENDER OLV/BLK,NEW BALANCE,7.5,2,80.00
2024-01-09,30-25-000272-0-10,FZ4411-982,NEW BALANCE DEFENDER,PERFORMANCE BASKETBALL,DEFENDER OLV/BLK,NEW BALANCE,8,3,80.00
2024-01-09,30-25-000272-0-10,FZ4411-982,NEW BALANCE DEFENDER,PERFORMANCE BASKETBALL,DEFENDER OLV/BLK,NEW BALANCE,8.5,4,80.00
2024-01-09,30-25-000272-0-10,FZ4411-982,NEW BALANCE DEFENDER,PERFORMANCE BASKETBALL,DEFENDER OLV/BLK,NEW BALANCE,9,6,80.00
2024-01-09,30-25-000272-0-10,FZ4411-982,NEW BALANCE DEFENDER,PERFORMANCE BASKETBALL,DEFENDER OLV/BLK,NEW BALANCE,9.5,7,80.00
2024-01-09,30-25-000272-0-10,FZ4411-982,NEW BALANCE DEFENDER,PERFORMANCE BASKETBALL,DEFENDER OLV/BLK,NEW BALANCE,10,10,80.00
2024-01-09,30-25-000272-0-10,FZ4411-982,NEW BALANCE DEFENDER,PERFORMANCE BASKETBALL,DEFENDER OLV/BLK,NEW BALANCE,10.5,10,80.00
2024-01-09,30-25-000272-0-10,FZ4411-982,NEW BALANCE DEFENDER,PERFORMANCE BASKETBALL,DEFENDER OLV/BLK,NEW BALANCE,11,9,80.00
2024-01-09,30-25-000272-0-10,FZ4411-982,NEW BALANCE DEFENDER,PERFORMANCE BASKETBALL,DEFENDER OLV/BLK,NEW BALANCE,11.5,6,80.00
2024-01-09,30-25-000272-0-10,FZ4411-982,NEW BALANCE DEFENDER,PERFORMANCE BASKETBALL,DEFENDER OLV/BLK,NEW BALANCE,12,6,80.00
2024-01-09,30-25-000272-0-10,FZ4411-982,NEW BALANCE DEFENDER,PERFORMANCE BASKETBALL,DEFENDER OLV/BLK,NEW BALANCE,13,4,80.00
2024-01-09,30-25-000272-0-10,FZ4411-982,NEW BALANCE DEFENDER,PERFORMANCE BASKETBALL,DEFENDER OLV/BLK,NEW BALANCE,14,2,80.00
2024-01-09,30-25-000272-0-10,FZ4411-982,NEW BALANCE DEFENDER,PERFORMANCE BASKETBALL,DEFENDER OLV/BLK,NEW BALANCE,15,1,80.00
2024-01-07,30-40-000273-0-10,GY3437-172,ADIDAS GAZELLE,LIFESTYLE,GAZELLE BLK/WHT,ADIDAS,7.5,2,100.00
2024-01-07,30-40-000273-0-10,GY3437-172,ADIDAS GAZELLE,LIFESTYLE,GAZELLE BLK/WHT,ADIDAS,8,4,100.00
2024-01-07,30-40-000273-0-10,GY3437-172,ADIDAS GAZELLE,LIFESTYLE,GAZELLE BLK/WHT,ADIDAS,8.5,5,100.00
2024-01-07,30-40-000273-0-10,GY3437-172,ADIDAS GAZELLE,LIFESTYLE,GAZELLE BLK/WHT,ADIDAS,9,6,100.00
2024-01-07,30-40-000273-0-10,GY3437-172,ADIDAS GAZELLE,LIFESTYLE,GAZELLE BLK/WHT,ADIDAS,9.5,8,100.00
2024-01-07,30-40-000273-0-10,GY3437-172,ADIDAS GAZELLE,LIFESTYLE,GAZELLE BLK/WHT,ADIDAS,10,11,100.00
2024-01-07,30-40-000273-0-10,GY3437-172,ADIDAS GAZELLE,LIFESTYLE,GAZELLE BLK/WHT,ADIDAS,10.5,11,100.00
2024-01-07,30-40-000273-0-10,GY3437-172,ADIDAS GAZELLE,LIFESTYLE,GAZELLE BLK/WHT,ADIDAS,11,10,100.00
2024-01-07,30-40-000273-0-10,GY3437-172,ADIDAS GAZELLE,LIFESTYLE,GAZELLE BLK/WHT,ADIDAS,11.5,7,100.00
2024-01-07,30-40-000273-0-10,GY3437-172,ADIDAS GAZELLE,LIFESTYLE,GAZELLE BLK/WHT,ADIDAS,12,6,100.00
2024-01-07,30-40-000273-0-10,GY3437-172,ADIDAS GAZELLE,LIFESTYLE,GAZELLE BLK/WHT,ADIDAS,13,5,100.00
2024-01-07,30-40-000273-0-10,GY3437-172,ADIDAS GAZELLE,LIFESTYLE,GAZELLE BLK/WHT,ADIDAS,14,3,100.00
2024-01-07,30-40-000273-0-10,GY3437-172,ADIDAS GAZELLE,LIFESTYLE,GAZELLE BLK/WHT,ADIDAS,15,1,100.00
2024-03-15,30-20-000274-0-10,FY7757-116,PUMA MB.01,RETRO BASKETBALL,MB.01 GRN/WHT,PUMA,7.5,1,125.00
2024-03-15,30-20-000274-0-10,FY7757-116,PUMA MB.01,RETRO BASKETBALL,MB.01 GRN/WHT,PUMA,8,2,125.00
2024-03-15,30-20-000274-0-10,FY7757-116,PUMA MB.01,RETRO BASKETBALL,MB.01 GRN/WHT,PUMA,8.5,3,125.00
2024-03-15,30-20-000274-0-10,FY7757-116,PUMA MB.01,RETRO BASKETBALL,MB.01 GRN/WHT,PUMA,9,4,125.00
2024-03-15,30-20-000274-0-10,FY7757-116,PUMA MB.01,RETRO BASKETBALL,MB.01 GRN/WHT,PUMA,9.5,5,125.00
2024-03-15,30-20-000274-0-10,FY7757-116,PUMA MB.01,RETRO BASKETBALL,MB.01 GRN/WHT,PUMA,10,6,125.00
2024-03-15,30-20-000274-0-10,FY7757-116,PUMA MB.01,RETRO BASKETBALL,MB.01 GRN/WHT,PUMA,10.5,6,125.00
2024-03-15,30-20-000274-0-10,FY7757-116,PUMA MB.01,RETRO BASKETBALL,MB.01 GRN/WHT,PUMA,11,6,125.00
2024-03-15,30-20-000274-0-10,FY7757-116,PUMA MB.01,RETRO BASKETBALL,MB.01 GRN/WHT,PUMA,11.5,4,125.00
2024-03-15,30-20-000274-0-10,FY7757-116,PUMA MB.01,RETRO BASKETBALL,MB.01 GRN/WHT,PUMA,12,4,125.00
2024-03-15,30-20-000274-0-10,FY7757-116,PUMA MB.01,RETRO BASKETBALL,MB.01 GRN/WHT,PUMA,13,3,125.00
2024-03-15,30-20-000274-0-10,FY7757-116,PUMA MB.01,RETRO BASKETBALL,MB.01 GRN/WHT,PUMA,14,2,125.00
2024-03-15,30-20-000274-0-10,FY7757-116,PUMA MB.01,RETRO BASKETBALL,MB.01 GRN/WHT,PUMA,15,1,125.00
2024-03-05,30-30-000275-0-10,GX5544-226,ADIDAS ADIZERO ADIOS 7,RUNNING,ADIZERO ADIOS 7 GRY/BLK,ADIDAS,7.5,1,140.00
2024-03-05,30-30-000275-0-10,GX5544-226,ADIDAS ADIZERO ADIOS 7,RUNNING,ADIZERO ADIOS 7 GRY/BLK,ADIDAS,8,2,140.00
2024-03-05,30-30-000275-0-10,GX5544-226,ADIDAS ADIZERO ADIOS 7,RUNNING,ADIZERO ADIOS 7 GRY/BLK,ADIDAS,8.5,2,140.00
2024-03-05,30-30-000275-0-10,GX5544-226,ADIDAS ADIZERO ADIOS 7,RUNNING,ADIZERO ADIOS 7 GRY/BLK,ADIDAS,9,3,140.00
2024-03-05,30-30-000275-0-10,GX5544-226,ADIDAS ADIZERO ADIOS 7,RUNNING,ADIZERO ADIOS 7 GRY/BLK,ADIDAS,9.5,4,140.00
2024-03-05,30-30-000275-0-10,GX5544-226,ADIDAS ADIZERO ADIOS 7,RUNNING,ADIZERO ADIOS 7 GRY/BLK,ADIDAS,10,5,140.00
2024-03-05,30-30-000275-0-10,GX5544-226,ADIDAS ADIZERO ADIOS 7,RUNNING,ADIZERO ADIOS 7 GRY/BLK,ADIDAS,10.5,5,140.00
2024-03-05,30-30-000275-0-10,GX5544-226,ADIDAS ADIZERO ADIOS 7,RUNNING,ADIZERO ADIOS 7 GRY/BLK,ADIDAS,11,5,140.00
2024-03-05,30-30-000275-0-10,GX5544-226,ADIDAS ADIZERO ADIOS 7,RUNNING,ADIZERO ADIOS 7 GRY/BLK,ADIDAS,11.5,4,140.00
2024-03-05,30-30-000275-0-10,GX5544-226,ADIDAS ADIZERO ADIOS 7,RUNNING,ADIZERO ADIOS 7 GRY/BLK,ADIDAS,12,3,140.00
2024-03-05,30-30-000275-0-10,GX5544-226,ADIDAS ADIZERO ADIOS 7,RUNNING,ADIZERO ADIOS 7 GRY/BLK,ADIDAS,13,2,140.00
2024-03-05,30-30-000275-0-10,GX5544-226,ADIDAS ADIZERO ADIOS 7,RUNNING,ADIZERO ADIOS 7 GRY/BLK,ADIDAS,14,1,140.00
2024-03-05,30-30-000275-0-10,GX5544-226,ADIDAS ADIZERO ADIOS 7,RUNNING,ADIZERO ADIOS 7 GRY/BLK,ADIDAS,15,2,140.00
2024-04-01,30-20-000276-0-10,GW6172-180,ADIDAS FORUM MID,RETRO BASKETBALL,FORUM MID GRY/BLK,ADIDAS,7.5,1,100.00
2024-04-01,30-20-000276-0-10,GW6172-180,ADIDAS FORUM MID,RETRO BASKETBALL,FORUM MID GRY/BLK,ADIDAS,8,1,100.00
2024-04-01,30-20-000276-0-10,GW6172-180,ADIDAS FORUM MID,RETRO BASKETBALL,FORUM MID GRY/BLK,ADIDAS,8.5,1,100.00
2024-04-01,30-20-000276-0-10,GW6172-180,ADIDAS FORUM MID,RETRO BASKETBALL,FORUM MID GRY/BLK,ADIDAS,9,1,100.00
2024-04-01,30-20-000276-0-10,GW6172-180,ADIDAS FORUM MID,RETRO BASKETBALL,FORUM MID GRY/BLK,ADIDAS,9.5,2,100.00
2024-04-01,30-20-000276-0-10,GW6172-180,ADIDAS FORUM MID,RETRO BASKETBALL,FORUM MID GRY/BLK,ADIDAS,10,2,100.00
2024-04-01,30-20-000276-0-10,GW6172-180,ADIDAS FORUM MID,RETRO BASKETBALL,FORUM MID GRY/BLK,ADIDAS,10.5,2,100.00
2024-04-01,30-20-000276-0-10,GW6172-180,ADIDAS FORUM MID,RETRO BASKETBALL,FORUM MID GRY/BLK,ADIDAS,11,2,100.00
2024-04-01,30-20-000276-0-10,GW6172-180,ADIDAS FORUM MID,RETRO BASKETBALL,FORUM MID GRY/BLK,ADIDAS,11.5,2,100.00
2024-04-01,30-20-000276-0-10,GW6172-180,ADIDAS FORUM MID,RETRO BASKETBALL,FORUM MID GRY/BLK,ADIDAS,12,1,100.00
2024-04-01,30-20-000276-0-10,GW6172-180,ADIDAS FORUM MID,RETRO BASKETBALL,FORUM MID GRY/BLK,ADIDAS,13,1,100.00
2024-04-01,30-20-000276-0-10,GW6172-180,ADIDAS FORUM MID,RETRO BASKETBALL,FORUM MID GRY/BLK,ADIDAS,14,1,100.00
2024-04-01,30-20-000276-0-10,GW6172-180,ADIDAS FORUM MID,RETRO BASKETBALL,FORUM MID GRY/BLK,ADIDAS,15,1,100.00
2024-01-04,30-20-000277-0-10,FQ6855-980,NIKE AIR JORDAN 11 RETRO,RETRO BASKETBALL,AJ11 RETRO NVY/RED,NIKE,7.5,1,225.00
2024-01-04,30-20-000277-0-10,FQ6855-980,NIKE AIR JORDAN 11 RETRO,RETRO BASKETBALL,AJ11 RETRO NVY/RED,NIKE,8,3,225.00
2024-01-04,30-20-000277-0-10,FQ6855-980,NIKE AIR JORDAN 11 RETRO,RETRO BASKETBALL,AJ11 RETRO NVY/RED,NIKE,8.5,3,225.00
2024-01-04,30-20-000277-0-10,FQ6855-980,NIKE AIR JORDAN 11 RETRO,RETRO BASKETBALL,AJ11 RETRO NVY/RED,NIKE,9,4,225.00
2024-01-04,30-20-000277-0-10,FQ6855-980,NIKE AIR JORDAN 11 RETRO,RETRO BASKETBALL,AJ11 RETRO NVY/RED,NIKE,9.5,6,225.00
2024-01-04,30-20-000277-0-10,FQ6855-980,NIKE AIR JORDAN 11 RETRO,RETRO BASKETBALL,AJ11 RETRO NVY/RED,NIKE,10,8,225.00
2024-01-04,30-20-000277-0-10,FQ6855-980,NIKE AIR JORDAN 11 RETRO,RETRO BASKETBALL,AJ11 RETRO NVY/RED,NIKE,10.5,8,225.00
2024-01-04,30-20-000277-0-10,FQ6855-980,NIKE AIR JORDAN 11 RETRO,RETRO BASKETBALL,AJ11 RETRO NVY/RED,NIKE,11,7,225.00
2024-01-04,30-20-000277-0-10,FQ6855-980,NIKE AIR JORDAN 11 RETRO,RETRO BASKETBALL,AJ11 RETRO NVY/RED,NIKE,11.5,5,225.00
2024-01-04,30-20-000277-0-10,FQ6855-980,NIKE AIR JORDAN 11 RETRO,RETRO BASKETBALL,AJ11 RETRO NVY/RED,NIKE,12,4,225.00
2024-01-04,30-20-000277-0-10,FQ6855-980,NIKE AIR JORDAN 11 RETRO,RETRO BASKETBALL,AJ11 RETRO NVY/RED,NIKE,13,3,225.00
2024-01-04,30-20-000277-0-10,FQ6855-980,NIKE AIR JORDAN 11 RETRO,RETRO BASKETBALL,AJ11 RETRO NVY/RED,NIKE,14,2,225.00
2024-01-04,30-20-000277-0-10,FQ6855-980,NIKE AIR JORDAN 11 RETRO,RETRO BASKETBALL,AJ11 RETRO NVY/RED,NIKE,15,1,225.00
2024-01-22,30-30-000278-0-10,HQ3416-897,NEW BALANCE FRESH FOAM X 1080V13,RUNNING,FF X 1080V13 BRN/GLD,NEW BALANCE,7.5,1,175.00
2024-01-22,30-30-000278-0-10,HQ3416-897,NEW BALANCE FRESH FOAM X 1080V13,RUNNING,FF X 1080V13 BRN/GLD,NEW BALANCE,8,2,175.00
2024-01-22,30-30-000278-0-10,HQ3416-897,NEW BALANCE FRESH FOAM X 1080V13,RUNNING,FF X 1080V13 BRN/GLD,NEW BALANCE,8.5,2,175.00
2024-01-22,30-30-000278-0-10,HQ3416-897,NEW BALANCE FRESH FOAM X 1080V13,RUNNING,FF X 1080V13 BRN/GLD,NEW BALANCE,9,3,175.00
2024-01-22,30-30-000278-0-10,HQ3416-897,NEW BALANCE FRESH FOAM X 1080V13,RUNNING,FF X 1080V13 BRN/GLD,NEW BALANCE,9.5,4,175.00
2024-01-22,30-30-000278-0-10,HQ3416-897,NEW BALANCE FRESH FOAM X 1080V13,RUNNING,FF X 1080V13 BRN/GLD,NEW BALANCE,10,6,175.00
2024-01-22,30-30-000278-0-10,HQ3416-897,NEW BALANCE FRESH FOAM X 1080V13,RUNNING,FF X 1080V13 BRN/GLD,NEW BALANCE,10.5,6,175.00
2024-01-22,30-30-000278-0-10,HQ3416-897,NEW BALANCE FRESH FOAM X 1080V13,RUNNING,FF X 1080V13 BRN/GLD,NEW BALANCE,11,5,175.00
2024-01-22,30-30-000278-0-10,HQ3416-897,NEW BALANCE FRESH FOAM X 1080V13,RUNNING,FF X 1080V13 BRN/GLD,NEW BALANCE,11.5,4,175.00
2024-01-22,30-30-000278-0-10,HQ3416-897,NEW BALANCE FRESH FOAM X 1080V13,RUNNING,FF X 1080V13 BRN/GLD,NEW BALANCE,12,3,175.00
2024-01-22,30-30-000278-0-10,HQ3416-897,NEW BALANCE FRESH FOAM X 1080V13,RUNNING,FF X 1080V13 BRN/GLD,NEW BALANCE,13,2,175.00
2024-01-22,30-30-000278-0-10,HQ3416-897,NEW BALANCE FRESH FOAM X 1080V13,RUNNING,FF X 1080V13 BRN/GLD,NEW BALANCE,14,1,175.00
2024-01-22,30-30-000278-0-10,HQ3416-897,NEW BALANCE FRESH FOAM X 1080V13,RUNNING,FF X 1080V13 BRN/GLD,NEW BALANCE,15,4,175.00
2024-01-12,30-40-000279-0-10,FZ5922-713,ADIDAS NMD R1,LIFESTYLE,NMD R1 CRM/GLD,ADIDAS,7.5,1,140.00
2024-01-12,30-40-000279-0-10,FZ5922-713,ADIDAS NMD R1,LIFESTYLE,NMD R1 CRM/GLD,ADIDAS,8,2,140.00
2024-01-12,30-40-000279-0-10,FZ5922-713,ADIDAS NMD R1,LIFESTYLE,NMD R1 CRM/GLD,ADIDAS,8.5,2,140.00
2024-01-12,30-40-000279-0-10,FZ5922-713,ADIDAS NMD R1,LIFESTYLE,NMD R1 CRM/GLD,ADIDAS,9,3,140.00
2024-01-12,30-40-000279-0-10,FZ5922-713,ADIDAS NMD R1,LIFESTYLE,NMD R1 CRM/GLD,ADIDAS,9.5,4,140.00
2024-01-12,30-40-000279-0-10,FZ5922-713,ADIDAS NMD R1,LIFESTYLE,NMD R1 CRM/GLD,ADIDAS,10,5,140.00
2024-01-12,30-40-000279-0-10,FZ5922-713,ADIDAS NMD R1,LIFESTYLE,NMD R1 CRM/GLD,ADIDAS,10.5,5,140.00
2024-01-12,30-40-000279-0-10,FZ5922-713,ADIDAS NMD R1,LIFESTYLE,NMD R1 CRM/GLD,ADIDAS,11,5,140.00
2024-01-12,30-40-000279-0-10,FZ5922-713,ADIDAS NMD R1,LIFESTYLE,NMD R1 CRM/GLD,ADIDAS,11.5,3,140.00
2024-01-12,30-40-000279-0-10,FZ5922-713,ADIDAS NMD R1,LIFESTYLE,NMD R1 CRM/GLD,ADIDAS,12,3,140.00
2024-01-12,30-40-000279-0-10,FZ5922-713,ADIDAS NMD R1,LIFESTYLE,NMD R1 CRM/GLD,ADIDAS,13,2,140.00
2024-01-12,30-40-000279-0-10,FZ5922-713,ADIDAS NMD R1,LIFESTYLE,NMD R1 CRM/GLD,ADIDAS,14,1,140.00
2024-01-12,30-40-000279-0-10,FZ5922-713,ADIDAS NMD R1,LIFESTYLE,NMD R1 CRM/GLD,ADIDAS,15,1,140.00
2024-01-04,30-20-000280-0-10,FB9929-284,NIKE AIR JORDAN 9 RETRO,RETRO BASKETBALL,AJ9 RETRO SLT/GRY,NIKE,7.5,2,185.00
2024-01-04,30-20-000280-0-10,FB9929-284,NIKE AIR JORDAN 9 RETRO,RETRO BASKETBALL,AJ9 RETRO SLT/GRY,NIKE,8,3,185.00
2024-01-04,30-20-000280-0-10,FB9929-284,NIKE AIR JORDAN 9 RETRO,RETRO BASKETBALL,AJ9 RETRO SLT/GRY,NIKE,8.5,4,185.00
2024-01-04,30-20-000280-0-10,FB9929-284,NIKE AIR JORDAN 9 RETRO,RETRO BASKETBALL,AJ9 RETRO SLT/GRY,NIKE,9,5,185.00
2024-01-04,30-20-000280-0-10,FB9929-284,NIKE AIR JORDAN 9 RETRO,RETRO BASKETBALL,AJ9 RETRO SLT/GRY,NIKE,9.5,7,185.00
2024-01-04,30-20-000280-0-10,FB9929-284,NIKE AIR JORDAN 9 RETRO,RETRO BASKETBALL,AJ9 RETRO SLT/GRY,NIKE,10,9,185.00
